run_id,timestamp,stt_engine,llm_engine,tts_engine,audio_input_path,transcript,reference_transcript,wer,llm_response,llm_word_count,stt_rtf,stt_peak_mem_mb,llm_ttft_sec,llm_time_to_first_sentence_sec,llm_total_sec,llm_token_count,llm_tps,tts_rtf,tts_peak_mem_mb,e2e_latency_sec,playback_total_sec
3c0e0d7c-6bd3-4c7c-9c61-bffae4aadca6,2026-05-07T09:23:07.072039Z,fw_base,gemma4_local,edge_tts,test_audio/02_route_batao.wav,Paneepad se gurgao jane ka shortest route baat sao,Panipat se gurgaon jaane ka shortest route batao,0.625,"Paneepad se Gurgaon jaane ka best route NH48 pakadna hai. Usse aap Delhi bypass ke through nikal sakte ho, thoda time lagega par smooth rahega.",25,0.025634392950946095,385.7890625,0.19845748499938054,0.7607157099992037,1.6293965829972876,38,23.3215169324209,0.25950478964798507,386.03515625,2.6725246970017906,1.3938857479952276
e624790c-cd87-4b65-bb93-12bfc8e0cf40,2026-05-07T09:23:11.138716Z,fw_base,gemma4_local,edge_tts,test_audio/03_weather.wav,Today's weather is so hot in Delhi,aaj ka weather kaisa hai Delhi mein,1.0,"Arre yaar, Delhi mein garmi toh bahut hai! Thoda paani peete rehna aur bahar jaane se pehle check kar lena weather.",21,0.0332628059365753,387.26171875,0.19930553299491294,0.6070006989975809,1.3873941430065315,32,23.06482275516522,0.5832360273131031,388.41015625,2.2812875989984605,3.8732325410019257
6181a443-2b8c-4c2a-9e78-80f818c4c23e,2026-05-07T09:23:18.714327Z,fw_base,gemma4_cloud,piper,test_audio/01_kya_haal_chaal.wav,کیا حالے؟,kya haal hai,1.0,"Sab badhiya bhai! Aap batao, kahan nikalna hai aaj?",9,0.034471317023578675,386.25,1.6995988319977187,1.6996733419946395,1.844919117000245,17,9.214496095439257,0.02752546426614309,410.8046875,1.8064356710019638,0.1093458479954279
6b9a45dd-ef3d-4d7d-9e80-e130b9528634,2026-05-07T09:23:20.630422Z,fw_base,gemma4_cloud,piper,test_audio/02_route_batao.wav,Paneepad se gurgao jane ka shortest route baat sao,Panipat se gurgaon jaane ka shortest route batao,0.625,Panipat se Gurgaon ke liye NH 44 best hai. Bas seedha Delhi-NCR side chalo aur Peripheral Expressway le lena taaki traffic se bach sako. Safe driving karna bhai!,28,0.03416923206719748,431.15234375,0.6487348619994009,1.0762426010041963,1.7166099890018813,40,23.3017402067303,0.023493000698528527,525.0,1.2833589669971843,0.5560156680003274
76907cd2-f296-4203-b577-16190e03d156,2026-05-07T09:23:22.470056Z,fw_base,gemma4_cloud,piper,test_audio/03_weather.wav,Today's weather is so hot in Delhi,aaj ka weather kaisa hai Delhi mein,1.0,"Sahi mein bhai, Delhi ki garmi toh bahut zyada hai. AC on rakho aur paani peete raho!",17,0.039978466787784515,524.9296875,0.7581231049989583,0.9731753160012886,1.2938190090062562,27,20.86845208800719,0.02331837208905035,525.6953125,1.1727687219972722,0.2808049080049386
da67e16e-82af-4287-9ed3-c891da008153,2026-05-07T09:23:24.476504Z,fw_base,gemma4_cloud,edge_tts,test_audio/01_kya_haal_chaal.wav,کیا حالے؟,kya haal hai,1.0,"Sab badhiya hai bhai! Aap batao, drive kaisi chal rahi hai? Kya help kar sakta hoon?",16,0.03408031522298161,426.3828125,0.7519436259972281,0.8257870609959355,1.2955240779992891,22,16.981544668760737,0.5454994846136528,426.45703125,2.45879163799691,3.2941111580003053
5d360673-f879-4f67-9308-532e65ae1d65,2026-05-07T09:23:30.229732Z,fw_base,gemma4_cloud,edge_tts,test_audio/02_route_batao.wav,Paneepad se gurgao jane ka shortest route baat sao,Panipat se gurgaon jaane ka shortest route batao,0.625,"Paneepat se Gurgaon ke liye NH 44 best aur shortest route hai. Bas highway pakdo aur seedha Delhi-Gurgaon Expressway le lo. Traffic check kar lo, phir nikal jao!",28,0.02325857426414825,426.41796875,0.7182181199968909,0.984658989997115,1.6024692190039787,42,26.209551797884313,0.386876189569649,426.46484375,3.3698778389953077,3.306608482998854
05a15020-1887-43ff-86cc-20935a35b119,2026-05-07T09:23:36.906558Z,fw_base,gemma4_cloud,edge_tts,test_audio/03_weather.wav,Today's weather is so hot in Delhi,aaj ka weather kaisa hai Delhi mein,1.0,"Sahi mein bhai, Delhi ki garmi toh next level hai! AC on rakho aur paani peete raho. Safe driving karna!",20,0.0232728685132377,426.42578125,0.6125255700026173,0.8241765370039502,1.1666666370001622,30,25.71428636815971,0.3241586900084718,426.484375,2.2181708339994657,2.0385570490034297
875c692b-f5c5-4567-9da7-a3401d0efb10,2026-05-07T09:23:43.035598Z,fw_small,groq_8b,piper,test_audio/01_kya_haal_chaal.wav,کیا حال ہے؟,kya haal hai,1.0,"Theek hai bhai, sab badhiya. Aap kaha se aaye hain?",10,0.09267557103139852,656.42578125,0.1613299239979824,0.17375242999696638,0.20179676000407198,21,104.06509995292416,0.028195000106149483,694.65625,0.41962869000417413,0.045800643994880375
71942c68-64c2-4830-bbf8-790ee0cdc643,2026-05-07T09:23:43.501348Z,fw_small,groq_8b,piper,test_audio/02_route_batao.wav,पानिपद से गुड़गाओ जाने का शोटिस रूट बताओ.,Panipat se gurgaon jaane ka shortest route batao,2.25,"Pehle aap Panipat se NH 44 le jao, phir NH 9 tak pahunch jao, aur tabhi Gurgaon aapki or hi hai.",21,0.08826712755746194,697.19140625,0.14013539499865146,0.24717462300031912,0.24842013000306906,41,165.04298584616905,0.02374406989961692,800.3515625,0.7462905870052055,3.150400152662769e-05
12bc4cfb-d673-4e01-b4fb-112d0a662615,2026-05-07T09:23:44.247992Z,fw_small,groq_8b,piper,test_audio/03_weather.wav,आजका वेदर क्या साथ है देली में?,aaj ka weather kaisa hai Delhi mein,1.5714285714285714,"Dilli mein aaj ka weather thanda hai, tabaahi kafi hai. Raat ko thanda ho jayega, aapko jacket pahen lo!",19,0.09156355890496128,821.4140625,0.14890075699804584,0.22331447299802676,0.2804691220007953,37,131.92183059600794,0.023453021237575068,822.125,0.5876130990000092,0.07533542499731993
ef062c8e-8a7b-4c70-8bc9-763d9706d6b2,2026-05-07T09:23:45.678000Z,fw_small,groq_8b,edge_tts,test_audio/01_kya_haal_chaal.wav,کیا حال ہے؟,kya haal hai,1.0,"Mujhe pata hai, aapko apni gadi ki jankari chahiye, na? Aapke liye maine kuchh updates kiyeh.",16,0.08654523009392867,801.73828125,0.437736562002101,0.439575534001051,0.4412939660032862,39,88.3764633203926,0.42385284967713566,803.25,2.483912756004429,1.8160627289980766
4353f9e1-4fc1-42a6-8d12-78c434990f36,2026-05-07T09:23:49.978235Z,fw_small,groq_8b,edge_tts,test_audio/02_route_batao.wav,पानिपद से गुड़गाओ जाने का शोटिस रूट बताओ.,Panipat se gurgaon jaane ka shortest route batao,2.25,"Panihati se Gurgaon jana, aapko NH-44 aur NH-8 ke through jaana hoga. Aap Panihati se Hapur Road lekar NH-44 tak pahunch sakte hain, phir NH-8 tak pahunchkar Gurgaon pahunch sakte hain.",31,0.08626482728754979,803.51171875,0.3463242539946805,0.81518178099941,0.8470577900006901,73,86.18066070786094,0.22997563300564877,805.40625,2.5366046630006167,2.379775757995958
e416514f-c500-46df-8879-e6b9bdce5cbd,2026-05-07T09:23:54.894935Z,fw_small,groq_8b,edge_tts,test_audio/03_weather.wav,आजका वेदर क्या साथ है देली में?,aaj ka weather kaisa hai Delhi mein,1.5714285714285714,"दिल्ली में आजकल बारिश हो रही है, तापमान 25 डिग्री सेल्सियस है।",12,0.0843486392946116,807.046875,0.269164315002854,0.31770385499839904,0.31755193800199777,35,110.21819051149929,0.2836830528449009,807.078125,2.251832330999605,6.825799937359989e-05
bae898f4-2848-4f0b-85e7-204be2cb2933,2026-05-07T09:23:58.742471Z,fw_small,gemma4_local,piper,test_audio/01_kya_haal_chaal.wav,کیا حال ہے؟,kya haal hai,1.0,"Bas badhiya bhai, aap batao kya haal hai? Sab theek-thaak chal raha hai?",13,0.09225817722057583,703.61328125,0.19441962999553652,0.6379235650019837,1.1255362900046748,23,20.434703175945106,0.03495709444980807,725.0078125,0.9252324780027266,0.3993892929938738
9c34c065-8dfa-4a87-be09-5d373ab14d8e,2026-05-07T09:24:00.067378Z,fw_small,gemma4_local,piper,test_audio/02_route_batao.wav,पानिपद से गुड़गाओ जाने का शोटिस रूट बताओ.,Panipat se gurgaon jaane ka shortest route batao,2.25,"Bhai, sabse best route hai Delhi-Gurgaon Expressway lena. Wahan se seedhe Gurgaon pahuncho, traffic bhi thoda kam milega.",18,0.09332740176308221,724.9609375,0.20072954199713422,0.7233988340012729,1.512363023000944,33,21.820157923802533,0.04235823460917308,755.7421875,1.2088523260026705,0.7554226979991654
2e0cf64a-57ff-40fa-8dad-4ed8c3e34392,2026-05-07T09:24:02.032001Z,fw_small,gemma4_local,piper,test_audio/03_weather.wav,आजका वेदर क्या साथ है देली में?,aaj ka weather kaisa hai Delhi mein,1.5714285714285714,"Delhi mein aaj mausam kaafi achha rehne wala hai. Thoda garmi feel hogi, so paani peete rehna!",17,0.08867194234900634,757.30078125,0.22905121199437417,0.7233102959944517,1.4364058740029577,29,20.189279732742367,0.03339641025338029,757.38671875,1.129042139997182,0.6227438439964317
a34b4052-ef5c-449c-ac93-e83888ce3431,2026-05-07T09:24:04.473803Z,fw_small,gemma4_local,edge_tts,test_audio/01_kya_haal_chaal.wav,کیا حال ہے؟,kya haal hai,1.0,"Bas badhiya bhai, sab theek hai. Aap batao, kya haal chaal hain aapke?",13,0.08567335789307427,811.11328125,0.19262220100063132,0.5252252710051835,1.040086850996886,23,22.113537901142895,0.3529970651634656,812.19921875,2.346103009003855,0.9386122770010843
422766b0-eaba-490d-acd6-3e3b50658b26,2026-05-07T09:24:07.758910Z,fw_small,gemma4_local,edge_tts,test_audio/02_route_batao.wav,पानिपद से गुड़गाओ जाने का शोटिस रूट बताओ.,Panipat se gurgaon jaane ka shortest route batao,2.25,"Bhai, aapko Panipat se Gurgaon jaane ke liye NH44 lena sabse best rahega. Wahan se aapko seedha Gurgaon ka main highway mil jayega.",23,0.08696800041844668,812.8515625,0.20273048100352753,0.9946425670059398,1.5915904249995947,37,23.247186850856696,0.27586861089718856,812.90234375,3.112420119003218,1.6368778609976289
52e78bbc-7d1f-47bc-ba9c-de194eccd9be,2026-05-07T09:24:12.508493Z,fw_small,gemma4_local,edge_tts,test_audio/03_weather.wav,आजका वेदर क्या साथ है देली में?,aaj ka weather kaisa hai Delhi mein,1.5714285714285714,"Delhi mein aaj mausam kaafi accha rehne wala hai. Thoda garmi hogi, toh paani peete rehna.",16,0.08369064071862514,812.86328125,0.19377004399575526,0.6920458199965651,1.2518790050016833,28,22.366378769937395,0.35641172109010966,812.91015625,2.3503758029983146,1.644092423004622
1e3c0415-6978-4cfc-ba1c-dec4a97d2a61,2026-05-07T09:24:18.190145Z,fw_small,gemma4_cloud,piper,test_audio/01_kya_haal_chaal.wav,کیا حال ہے؟,kya haal hai,1.0,"Sab badhiya hai bhai! Aap batao, kahan nikalna hai aaj?",10,0.09229501597602639,672.28515625,0.6821687160045258,0.7220212190004531,1.1181954060011776,18,16.09736536512031,0.024379058165813206,714.5703125,0.9508557239969377,0.3566949990054127
f9878bd3-02cb-447d-bc42-8c08abaca3bb,2026-05-07T09:24:19.498021Z,fw_small,gemma4_cloud,piper,test_audio/02_route_batao.wav,पानिपद से गुड़गाओ जाने का शोटिस रूट बताओ.,Panipat se gurgaon jaane ka shortest route batao,2.25,Panipat se Gurgaon ke liye NH 44 best hai. Aap seedha Delhi-Meerut Expressway ya Western Peripheral Expressway le sakte ho taaki city traffic se bach sako. Safe driving karna bhai!,30,0.08805586726027827,715.19921875,3.318038539000554,3.543051303997345,4.208321685000556,42,9.980225644274734,0.02686562302834303,816.63671875,3.9568590370035963,0.5966588070004946
b8f41d59-8cd2-4549-9747-764e01704308,2026-05-07T09:24:24.051926Z,fw_small,gemma4_cloud,piper,test_audio/03_weather.wav,आजका वेदर क्या साथ है देली में?,aaj ka weather kaisa hai Delhi mein,1.5714285714285714,"Delhi mein aaj mausam kaafi garam hai aur temperature around 38 degrees rahega. Shaam tak halki baarish ho sakti hai, toh sambhal kar chalana.",24,0.0957645993952051,816.5703125,0.7562282329963637,1.1637495690010837,1.4712826089962618,38,25.82780477907256,0.02359335808750082,818.2734375,1.5767148879967863,0.28074391600239323
5b3dcb58-9ef9-4013-89e4-f0025cb59600,2026-05-07T09:24:26.643771Z,fw_small,gemma4_cloud,edge_tts,test_audio/01_kya_haal_chaal.wav,کیا حال ہے؟,kya haal hai,1.0,"Sab badhiya hai bhai! Aap batao, drive kaisi chal rahi hai? Kya help kar sakta hoon?",16,0.09109294627428131,841.3671875,0.7284166179961176,0.7285197769961087,1.1362138240001514,22,19.36255265980382,0.46010634265594647,841.44921875,1.9401232289965264,3.071922088005522
479d353b-caf2-4e21-8762-bfb38d61cbe5,2026-05-07T09:24:31.656183Z,fw_small,gemma4_cloud,edge_tts,test_audio/02_route_batao.wav,पानिपद से गुड़गाओ जाने का शोटिस रूट बताओ.,Panipat se gurgaon jaane ka shortest route batao,2.25,"Panipat se Gurgaon ke liye NH 44 best hai. Aap seedha Delhi-Meerut Expressway pakdo aur wahan se Gurgaon nikal jao. Traffic check kar lo, aaj kal thoda jam ho sakta hai.",31,0.08605491337220567,841.4140625,0.6119571270028246,0.7986726710005314,1.4768352649989538,47,31.824808842192223,0.2717808799518118,841.734375,2.013986180005304,3.2091009079958894
829b3e67-64f4-4030-914e-5b3df4ca6a4a,2026-05-07T09:24:36.879656Z,fw_small,gemma4_cloud,edge_tts,test_audio/03_weather.wav,आजका वेदर क्या साथ है देली में?,aaj ka weather kaisa hai Delhi mein,1.5714285714285714,Delhi mein aaj mausam thoda garam hai aur dhoop nikli hui hai. Temperature around thirty two degrees rahega. Driving ke liye weather ekdum sahi hai!,25,0.08570957148344761,841.6953125,1.648271030993783,1.9643351419945247,2.37098491499637,35,14.761797841321814,0.4820148262116088,841.78125,3.5282314129945007,4.58774615200673
